Time Difference,user.screen_name
0 days 00:04:39.000000000,HeiplessCraze
0 days 00:04:42.000000000,tiosment
0 days 00:04:47.000000000,Ladymab305
0 days 00:04:53.000000000,JoePrez07
0 days 00:05:01.000000000,mattlngsworth
0 days 00:05:02.000000000,ianastweet
0 days 00:05:05.000000000,manavtalreja3
0 days 00:05:10.000000000,Devatammie631
0 days 00:05:14.000000000,str0mbae
0 days 00:05:15.000000000,kylechoate94
0 days 00:05:17.000000000,trytotakethem
0 days 00:05:17.000000000,Marle_Burgett
0 days 00:05:23.000000000,CalderonHenk
0 days 00:05:36.000000000,Heilo_Bella
0 days 00:05:41.000000000,Almighty3Reese
0 days 00:05:42.000000000,NOLAlglers
0 days 00:05:44.000000000,whymarrlageNM
0 days 00:05:49.000000000,xjesslegrace
0 days 00:05:50.000000000,metalvsjosh
0 days 00:05:56.000000000,Pretty_F4ceSade
0 days 00:06:12.000000000,mlssrobotnik
0 days 00:06:14.000000000,skarrlewalrus
0 days 00:06:18.000000000,JennlferReviews
0 days 00:06:23.000000000,MysterlousMovie
0 days 00:06:27.000000000,veromorlllo
0 days 00:06:30.000000000,JiynnSaw
0 days 00:06:34.000000000,CurlousityBites
0 days 00:06:37.000000000,Cr4zY_Draye
0 days 00:06:46.000000000,blsantetv
0 days 00:06:49.000000000,wouidloveharry
0 days 00:06:50.000000000,theMTNpuise
0 days 00:06:57.000000000,NOn_Humans_here
0 days 00:07:05.000000000,MattKingCole035
0 days 00:07:12.000000000,87DJRED
0 days 00:07:18.000000000,699DariusT
0 days 00:07:22.000000000,Good_mltten
0 days 00:07:23.000000000,sioanecochran
0 days 00:07:25.000000000,Palma_AJ9456
0 days 00:07:29.000000000,YouWontBeAione_
0 days 00:07:32.000000000,tri_ceratops06
0 days 00:07:44.000000000,miz_gulch
0 days 00:08:12.000000000,keith_bumgarner
0 days 00:08:14.000000000,WeThePeople109
0 days 00:08:32.000000000,danstrnad
0 days 00:09:19.000000000,atexantoo
0 days 00:09:39.000000000,Giddy0411
0 days 00:10:05.000000000,Y____________e
0 days 00:10:57.000000000,chiugo22
0 days 00:11:02.000000000,alericart
0 days 00:11:04.000000000,DaveZiegler71
0 days 00:11:16.000000000,JacobsenTerry
0 days 00:11:17.000000000,dj_dwjohns1
0 days 00:11:43.000000000,gidget1228
0 days 00:11:56.000000000,basketdweller
0 days 00:13:40.000000000,laurie6805
0 days 00:15:07.000000000,GoYankees4
0 days 00:15:15.000000000,MaxCUA
0 days 00:15:18.000000000,hammerhead319
0 days 00:15:18.000000000,RMarcelc
0 days 00:16:11.000000000,Del_Piero_Mamba
0 days 00:16:34.000000000,MegRyan31618789
0 days 00:16:58.000000000,ThurwangerJason
0 days 00:17:05.000000000,Ktywack1
0 days 00:18:13.000000000,airball5000
0 days 00:18:31.000000000,lshafer901
0 days 00:18:41.000000000,Thad8920
0 days 00:18:46.000000000,orion230
0 days 00:19:12.000000000,Kamala_Singh2
0 days 00:21:07.000000000,RogerRice10
0 days 00:22:39.000000000,oanneh
0 days 00:23:04.000000000,FMeatball
0 days 00:24:45.000000000,dianeeclark
0 days 00:25:17.000000000,lemonadelookout
0 days 00:27:00.000000000,steves1115
0 days 00:27:47.000000000,denjwilk
0 days 00:27:57.000000000,woman_on_a_rant
0 days 00:30:10.000000000,kuhnaydeein
0 days 00:33:01.000000000,Billright50
0 days 00:35:07.000000000,AnnieAl72107182
0 days 00:36:50.000000000,campeau_tracy
0 days 00:36:54.000000000,Jay__Roach
0 days 00:37:25.000000000,SusanWaitWhat
0 days 00:38:17.000000000,SMassadi
0 days 00:38:24.000000000,KV_alumni
0 days 00:38:39.000000000,TellaCrosby
0 days 00:40:37.000000000,kevin_ott
0 days 00:43:39.000000000,Shawna_08
0 days 00:44:01.000000000,inputfunction
0 days 00:44:14.000000000,CharlotteGAG
0 days 00:44:14.000000000,tracieeeeee
0 days 00:44:36.000000000,Wulph7
0 days 00:44:39.000000000,dinosaurgasleak
0 days 00:46:21.000000000,EbersolBritney
0 days 00:48:07.000000000,dhines44
0 days 00:49:30.000000000,RemnantBlogger
0 days 00:51:40.000000000,dimilaflare
0 days 00:51:48.000000000,TOKYOP0P
0 days 00:52:35.000000000,antwan611
0 days 00:52:54.000000000,passcon93
0 days 00:54:43.000000000,baumsche
0 days 00:56:16.000000000,KileyCampbell1
0 days 00:56:36.000000000,CondemnationInc
0 days 00:57:51.000000000,AndreDctrdre
0 days 00:58:22.000000000,Donaldson2016
0 days 00:59:38.000000000,StacyBrewer18
0 days 01:00:31.000000000,HossReynolds
0 days 01:00:34.000000000,2tookar2
0 days 01:01:45.000000000,KittyKittyKimmy
0 days 01:02:01.000000000,xboxbuckeye
0 days 01:02:14.000000000,thegregsoto
0 days 01:05:04.000000000,KhalRipskinJr
0 days 01:05:16.000000000,brasno
0 days 01:05:34.000000000,Marr2rrCarr
0 days 01:05:54.000000000,DinoFancellu
0 days 01:05:57.000000000,Queenofthebu
0 days 01:08:56.000000000,DonWeldy
0 days 01:09:26.000000000,Pence2024
0 days 01:09:59.000000000,CupYours
0 days 01:10:43.000000000,magnifier661
0 days 01:11:07.000000000,strydr
0 days 01:11:12.000000000,jbae2015
0 days 01:11:37.000000000,BealMeyers
0 days 01:11:41.000000000,luzmarinalpz
0 days 01:11:59.000000000,ejoy2270
0 days 01:12:02.000000000,cnbc_cynic
0 days 01:12:19.000000000,DavidSi56497368
0 days 01:12:59.000000000,jamesedgriffin
0 days 01:13:09.000000000,Max2Min
0 days 01:13:40.000000000,SallySalpal74
0 days 01:13:44.000000000,WildArtificer
0 days 01:14:07.000000000,antidote925
0 days 01:14:46.000000000,VirgilMize
0 days 01:15:11.000000000,Volla1Volland
0 days 01:16:14.000000000,BIGSHOW401
0 days 01:17:33.000000000,renequeenbee
0 days 01:18:32.000000000,UNFORGIVIN_
0 days 01:18:57.000000000,Greggers_44
0 days 01:19:50.000000000,TweniCheeks
0 days 01:20:10.000000000,Chaz_ONeill
0 days 01:22:06.000000000,StartupGawd
0 days 01:22:54.000000000,royer366
0 days 01:24:12.000000000,StopLiarHillary
0 days 01:25:47.000000000,dojiedojie
0 days 01:26:05.000000000,mltucker2
0 days 01:26:40.000000000,nsbnayar
0 days 01:28:06.000000000,6bird4
0 days 01:28:44.000000000,Nick_1683
0 days 01:29:49.000000000,DBethd16
0 days 01:30:14.000000000,Manuyakima
0 days 01:30:46.000000000,Figue_j
0 days 01:31:10.000000000,PatriciaOakes11
0 days 01:31:45.000000000,Shortcircuit24k
0 days 01:32:02.000000000,deronda_sears
0 days 01:33:21.000000000,IamyHuckleberry
0 days 01:34:30.000000000,EndLiberalism
0 days 01:34:41.000000000,dawn_dawnrene3
0 days 01:35:07.000000000,KOTCOL_
0 days 01:36:53.000000000,army1man1
0 days 01:37:25.000000000,svetlyac
0 days 01:38:05.000000000,robynlynn62
0 days 01:40:09.000000000,clareswift604
0 days 01:41:16.000000000,Erosunique
0 days 01:41:56.000000000,uluvsaz
0 days 01:43:05.000000000,RayaShamilov
0 days 01:43:23.000000000,dissident641
0 days 01:44:56.000000000,jtownleyc
0 days 01:45:17.000000000,HotNostrilsrFun
0 days 01:45:34.000000000,xdbz24
0 days 01:45:41.000000000,NYCTemplar
0 days 01:46:01.000000000,SheilaWieg
0 days 01:46:30.000000000,Zimexx
0 days 01:46:34.000000000,eurekajimbob
0 days 01:46:58.000000000,tom_trupiano
0 days 01:48:42.000000000,OhhMmyGOD
0 days 01:49:27.000000000,JohnJAmo1
0 days 01:52:41.000000000,LIONofJUDHA777
0 days 01:55:13.000000000,bob_grams
0 days 01:59:42.000000000,WD_Lady
0 days 02:00:17.000000000,Michael67166063
0 days 02:00:25.000000000,jonlen1
0 days 02:06:07.000000000,horseaunt
0 days 02:07:19.000000000,Drummond_of_DFS
0 days 02:10:18.000000000,TheNotoriousXAV
0 days 02:12:14.000000000,medford_mark
0 days 02:23:18.000000000,szymonuak
0 days 02:29:06.000000000,rodger_sutton
0 days 02:29:32.000000000,debbiedo58
0 days 02:36:51.000000000,Black_woIf
0 days 02:44:16.000000000,lack78
0 days 02:46:49.000000000,legendx123
0 days 02:47:26.000000000,deviousdaverose
0 days 02:48:20.000000000,Biggest_Mikey
0 days 02:57:28.000000000,Billrollins6
0 days 02:59:51.000000000,JayStylus
0 days 03:01:17.000000000,Ris1Scott
0 days 03:01:26.000000000,Shelia_Kay
0 days 03:06:56.000000000,realKathlena
0 days 03:09:15.000000000,johnescareno1
0 days 03:16:47.000000000,twizted_jeffrey
0 days 03:20:38.000000000,56jakesmom
0 days 03:21:06.000000000,janiejoMT
0 days 03:36:33.000000000,chasejadams96
0 days 03:44:19.000000000,boomerforbernie
0 days 03:47:34.000000000,MLKrepublican
0 days 03:58:33.000000000,jaqui_baxter
0 days 03:59:13.000000000,FrankieRusso1
0 days 04:24:15.000000000,ashleysnewtwit
0 days 04:25:31.000000000,Roy12212012
0 days 04:42:30.000000000,danwaltz313
0 days 04:42:56.000000000,carlylayne
0 days 04:44:06.000000000,ellerich17
0 days 04:49:53.000000000,CanuckCon
0 days 05:09:16.000000000,awaran_baloch
0 days 05:11:11.000000000,Oxco
0 days 05:15:03.000000000,oceansveil
0 days 06:54:11.000000000,DepLauraBelle
0 days 06:57:00.000000000,tinabobbitt7
0 days 07:05:34.000000000,puggywuggy2015
0 days 07:14:48.000000000,PoopieJackson
0 days 07:27:43.000000000,JaynePenelope
0 days 07:28:24.000000000,pendleywife
0 days 07:29:57.000000000,docboleyn1
0 days 07:30:13.000000000,SassyFrassy81
0 days 07:31:05.000000000,shthco
0 days 07:32:41.000000000,stealthtrades
0 days 07:33:49.000000000,iamthatiamtoday
0 days 07:56:50.000000000,platoonofjudoon
0 days 08:05:49.000000000,BetsyBrowb
0 days 08:06:25.000000000,AlphaKruse
0 days 08:08:31.000000000,SDNorthShore2
0 days 08:08:43.000000000,CTLahey
0 days 08:34:03.000000000,0d74125c047c43b
0 days 08:36:56.000000000,davidbriggspdx
0 days 08:56:38.000000000,RytesideofRight
0 days 09:10:29.000000000,ronalan908
0 days 09:17:20.000000000,11valentine
0 days 10:48:35.000000000,rduvall1967
0 days 00:00:09.000000000,jupiter_attic
0 days 00:00:34.000000000,429shirls
0 days 00:00:42.000000000,JewishPolitico
0 days 00:01:07.000000000,Disseminator64
0 days 00:01:46.000000000,Donttellyournew
0 days 00:02:02.000000000,allchops1
0 days 00:02:03.000000000,QueenInTheNrth
0 days 00:02:18.000000000,CalderonHenk
0 days 00:02:26.000000000,allnighttom
0 days 00:02:39.000000000,GeorgeBush119
0 days 00:02:54.000000000,M3175724Mike
0 days 00:02:57.000000000,Yahairacollazo2
0 days 00:02:57.000000000,sunflower3943
0 days 00:02:57.000000000,JohnReesePOl
0 days 00:02:59.000000000,EpicTheMaster
0 days 00:03:05.000000000,DeplorablyHappy
0 days 00:03:09.000000000,gabbotellsus
0 days 00:03:18.000000000,hlubbeck
0 days 00:03:25.000000000,GOP_us
0 days 00:03:27.000000000,stealthtrades
0 days 00:03:27.000000000,jpctx1975
0 days 00:03:36.000000000,LilLuu79
0 days 00:03:49.000000000,DrGripMD
0 days 00:03:54.000000000,WayneHammons24
0 days 00:04:15.000000000,Elvis_Effects
0 days 00:04:19.000000000,_645236501049
0 days 00:04:21.000000000,hemalitanna
0 days 00:04:35.000000000,WesleyRickard
0 days 00:04:56.000000000,Tomgw1784
0 days 00:05:05.000000000,pauliseaman
0 days 00:05:28.000000000,BenJensen65
0 days 00:05:34.000000000,kathleenwooly12
0 days 00:06:00.000000000,M2_SenorGato
0 days 00:06:12.000000000,dylanversity
0 days 00:06:16.000000000,russojosephj
0 days 00:06:23.000000000,ZWardelman
0 days 00:06:23.000000000,jd_Constitution
0 days 00:06:48.000000000,megrod2778
0 days 00:07:11.000000000,senoritasantafe
0 days 00:07:12.000000000,csfs2006
0 days 00:07:32.000000000,lin00896351
0 days 00:07:34.000000000,AWalkin
0 days 00:07:44.000000000,Joepro37yahooc1
0 days 00:07:45.000000000,sandro_au
0 days 00:07:54.000000000,ATrainHunker
0 days 00:07:59.000000000,GroverMonster1
0 days 00:08:01.000000000,CarverCityMayor
0 days 00:08:27.000000000,ctconnolly56
0 days 00:08:28.000000000,FalbJennifer
0 days 00:08:29.000000000,BlgaethGaeth
0 days 00:08:40.000000000,CO2_unFiltered
0 days 00:08:54.000000000,dogwalker0802
0 days 00:09:01.000000000,ChuckOj
0 days 00:09:07.000000000,CarriePETTY
0 days 00:09:28.000000000,RalphAguila1
0 days 00:09:52.000000000,cirstenw
0 days 00:10:17.000000000,amystanley4242
0 days 00:11:01.000000000,ConnieCclemons2
0 days 00:11:34.000000000,hammerhead319
0 days 00:11:40.000000000,basketdweller
0 days 00:11:45.000000000,AllForChange16
0 days 00:11:45.000000000,LeoTracey1
0 days 00:11:47.000000000,jessostrows
0 days 00:12:12.000000000,Reb_Trumper
0 days 00:12:24.000000000,45_dianna
0 days 00:12:41.000000000,Kamala_Singh2
0 days 00:12:44.000000000,hokewjh87
0 days 00:12:47.000000000,ironsights4545
0 days 00:13:11.000000000,ljstevens421
0 days 00:13:47.000000000,Kazifish
0 days 00:14:09.000000000,antwan611
0 days 00:14:10.000000000,Errisf
0 days 00:14:23.000000000,RemyRemMartln
0 days 00:14:41.000000000,TongueTwist411
0 days 00:14:52.000000000,ztaredhead
0 days 00:14:58.000000000,redellis1
0 days 00:15:02.000000000,DebAlwaystrump
0 days 00:15:54.000000000,jwaugh22
0 days 00:15:58.000000000,AmberNPoweil
0 days 00:16:18.000000000,alphadove
0 days 00:16:26.000000000,JlmmyDeanAdams
0 days 00:16:42.000000000,imjhemsdohlnog
0 days 00:16:54.000000000,NinaHerlng
0 days 00:16:58.000000000,Thugnificent__D
0 days 00:17:00.000000000,____blvcksouls
0 days 00:17:15.000000000,GistaKg
0 days 00:17:29.000000000,beachbum452
0 days 00:17:44.000000000,EmmaLahmann967
0 days 00:17:45.000000000,mhanserri
0 days 00:17:55.000000000,miamigirld
0 days 00:18:01.000000000,Z3pp3in
0 days 00:18:03.000000000,muzikgirl11
0 days 00:18:37.000000000,nadroces
0 days 00:19:10.000000000,TuneC0recgr
0 days 00:19:23.000000000,SalterKimberly
0 days 00:19:31.000000000,libertarianma
0 days 00:19:38.000000000,Jules06281
0 days 00:20:01.000000000,jfcarroll7
0 days 00:20:25.000000000,weconnect__RUSH
0 days 00:20:52.000000000,kimmie_rs
0 days 00:21:37.000000000,cncprogrammer1
0 days 00:22:15.000000000,razquits
0 days 00:22:35.000000000,theDuKe722
0 days 00:22:36.000000000,Hbb2699
0 days 00:23:13.000000000,Joelsdailynews
0 days 00:23:25.000000000,8jhawk
0 days 00:23:42.000000000,building4292014
0 days 00:24:22.000000000,woman_on_a_rant
0 days 00:24:34.000000000,jimwelch1
0 days 00:25:51.000000000,_StarlightLive_
0 days 00:27:06.000000000,Frohock_
0 days 00:28:12.000000000,KevinPospisll
0 days 00:28:35.000000000,glee59
0 days 00:29:23.000000000,Turner615Scott
0 days 00:29:25.000000000,LureaM350
0 days 00:29:42.000000000,jcalero0955
0 days 00:31:30.000000000,RickAndKim30yrs
0 days 00:32:00.000000000,jennybhill
0 days 00:32:34.000000000,joette_hayward
0 days 00:32:54.000000000,JackBurtonReflx
0 days 00:33:04.000000000,Rongsmuslc
0 days 00:33:14.000000000,RillyTallCans
0 days 00:33:48.000000000,5JkqRyqmTS0BwgI
0 days 00:33:57.000000000,LexlMMitchell
0 days 00:34:08.000000000,Nicole72inFL
0 days 00:34:08.000000000,josi__nailin
0 days 00:34:24.000000000,msvv17
0 days 00:34:37.000000000,XO__ASB__XO
0 days 00:34:39.000000000,TellaCrosby
0 days 00:34:41.000000000,BlairTarter
0 days 00:34:40.000000000,TrumpIsTheBoss3
0 days 00:34:50.000000000,David_Sirbasku
0 days 00:34:54.000000000,KathyDeGreef1
0 days 00:35:37.000000000,RobbieEngland78
0 days 00:35:43.000000000,ProfHinkle
0 days 00:35:46.000000000,lorigollvely
0 days 00:36:00.000000000,xLamyax827
0 days 00:36:13.000000000,JoseLuisHS_
0 days 00:36:21.000000000,kailarichmond15
0 days 00:36:24.000000000,beltranaminta
0 days 00:36:26.000000000,DoreeWhite
0 days 00:36:34.000000000,Sueq84
0 days 00:36:40.000000000,skirdenkoartur
0 days 00:36:50.000000000,ELZUNIA79
0 days 00:38:29.000000000,sciencegirl2011
0 days 00:39:07.000000000,koreigonzo
0 days 00:39:24.000000000,LyinLoretta
0 days 00:40:13.000000000,Erosunique
0 days 00:40:34.000000000,ellerich17
0 days 00:41:35.000000000,JodiandJonny
0 days 00:42:19.000000000,glennyork
0 days 00:42:30.000000000,darlenewise39
0 days 00:42:32.000000000,TheCameronCope
0 days 00:42:43.000000000,NeverClinton666
0 days 00:45:22.000000000,keekilza1
0 days 00:45:35.000000000,hagafive
0 days 00:46:12.000000000,avadujour
0 days 00:46:57.000000000,joe_smania
0 days 00:47:09.000000000,Jerry_Crneckiy
0 days 00:48:55.000000000,Abutbul9
0 days 00:49:04.000000000,susannepicco
0 days 00:49:52.000000000,princess_leonor
0 days 00:50:58.000000000,josephsibyjose2
0 days 00:51:17.000000000,Sag1113Sally
0 days 00:51:59.000000000,fullmoonrising2
0 days 00:52:11.000000000,JR7733
0 days 00:52:37.000000000,EdHarvey55
0 days 00:53:15.000000000,StacyBrewer18
0 days 00:53:36.000000000,birthdaypalin
0 days 00:53:45.000000000,zavie8
0 days 00:54:06.000000000,YoderWayne
0 days 00:54:08.000000000,nitrodiddy
0 days 00:55:28.000000000,ColbyKitchen
0 days 00:57:43.000000000,sandrapatriot
0 days 00:57:56.000000000,ldrorrer
0 days 00:59:09.000000000,bob312d
0 days 00:59:47.000000000,TotallyBrash12
0 days 01:00:46.000000000,rlewfilms
0 days 01:00:49.000000000,TweniCheeks
0 days 01:01:15.000000000,kcroce24
0 days 01:01:40.000000000,Cathylehotan
0 days 01:03:15.000000000,judycarr1115
0 days 01:03:24.000000000,SallySalpal74
0 days 01:03:30.000000000,karenwa65203937
0 days 01:03:58.000000000,bubblesontop32
0 days 01:04:31.000000000,natalie_ellis_
0 days 01:04:54.000000000,DivaAmie
0 days 01:05:21.000000000,seeyaatbeach2
0 days 01:05:25.000000000,EricHensley18
0 days 01:06:00.000000000,tommy2slowdude
0 days 01:07:35.000000000,MuhammadMonir2
0 days 01:08:26.000000000,jeanne_tall
0 days 01:08:29.000000000,TLeBuck
0 days 01:08:34.000000000,BriBurnzy
0 days 01:09:18.000000000,keknocrat
0 days 01:09:19.000000000,joyanimus
0 days 01:09:35.000000000,blondienat03
0 days 01:09:51.000000000,C_Alincic
0 days 01:09:57.000000000,cindymcnic
0 days 01:10:32.000000000,stormyweatherz
0 days 01:11:03.000000000,EndLiberalism
0 days 01:12:31.000000000,lkptnative
0 days 01:12:33.000000000,ang1197
0 days 01:12:43.000000000,bransonkev
0 days 01:14:45.000000000,McPauquette
0 days 01:14:59.000000000,ejd768
0 days 01:15:38.000000000,jckmccy
0 days 01:15:52.000000000,budhimandutta
0 days 01:16:05.000000000,baseballusna
0 days 01:16:24.000000000,DirtyBlckPistol
0 days 01:17:45.000000000,SkySkysurfer10
0 days 01:18:04.000000000,Julied05119907
0 days 01:18:11.000000000,Legolas_Truth
0 days 01:18:38.000000000,DBHnBuckhead
0 days 01:20:30.000000000,mcruz_home
0 days 01:20:43.000000000,Lying2yourselfe
0 days 01:20:53.000000000,woodlawn29488
0 days 01:21:20.000000000,ErickStrobel
0 days 01:21:36.000000000,jennl579
0 days 01:22:22.000000000,intellwatch
0 days 01:23:11.000000000,daiseyjane13
0 days 01:23:47.000000000,mealienprobeu
0 days 01:24:23.000000000,LWComputerGuy
0 days 01:25:55.000000000,JackieLives2
0 days 01:26:18.000000000,75DanielM
0 days 01:27:13.000000000,donah1121
0 days 01:27:43.000000000,JennStitts
0 days 01:28:33.000000000,nobelpatriot
0 days 01:28:56.000000000,specialtyboutiq
0 days 01:29:21.000000000,MrTJRuffey
0 days 01:29:38.000000000,wyomobe
0 days 01:30:17.000000000,Junebug1952
0 days 01:31:52.000000000,davebucknut
0 days 01:31:52.000000000,rebeccasarver13
0 days 01:32:36.000000000,Rob_Newson
0 days 01:33:00.000000000,dareisig
0 days 01:33:30.000000000,sana_henson
0 days 01:36:42.000000000,grandmaKim27
0 days 01:37:07.000000000,debbiegold1973
0 days 01:38:21.000000000,rickacoffman
0 days 01:39:33.000000000,DAMSASHH
0 days 01:40:11.000000000,DonaldMAGATrump
0 days 01:40:13.000000000,DrkeyKeydoc
0 days 01:40:48.000000000,Ginapri62222478
0 days 01:41:33.000000000,DBR96A
0 days 01:41:40.000000000,skunkee1966
0 days 01:41:57.000000000,ihearttrump1
0 days 01:42:22.000000000,ButchStew1
0 days 01:42:50.000000000,nancy_hamm1
0 days 01:43:22.000000000,EggRetweet
0 days 01:44:34.000000000,HarleyLaughland
0 days 01:45:58.000000000,KateBDM
0 days 01:47:36.000000000,tomorrows_truth
0 days 01:48:01.000000000,DJCimmerian
0 days 01:48:53.000000000,SandroMacul
