created_at,id,retweeted_status.created_at,retweeted_status.id,retweeted_status.retweet_count,retweeted_status.user.followers_count,retweeted_status.user.friends_count,retweeted_status.user.id,retweeted_status.user.screen_name,user.followers_count,user.friends_count,user.id,user.screen_name
Tue Nov 08 12:11:08 +0000 2016,795961853922910209,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,24,444148,304,213478296,UzoAduba,13935,964,62502942,erinruberry
Tue Nov 08 12:11:10 +0000 2016,795961862605144064,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,25,444148,304,213478296,UzoAduba,607,1770,302628587,PriyankaMantha
Tue Nov 08 12:11:21 +0000 2016,795961905936474112,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,26,444148,304,213478296,UzoAduba,685,506,1126806278,kyn_metcalf
Tue Nov 08 12:11:22 +0000 2016,795961911540060160,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,27,444148,304,213478296,UzoAduba,285,264,20438563,PriscilaGfm
Tue Nov 08 12:11:25 +0000 2016,795961924315938816,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,28,444148,304,213478296,UzoAduba,1409,2502,19867477,shreec
Tue Nov 08 12:11:27 +0000 2016,795961930431270912,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,29,444148,304,213478296,UzoAduba,1092,2291,336221131,Aquinas18
Tue Nov 08 12:11:35 +0000 2016,795961965847855104,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,30,444145,304,213478296,UzoAduba,901,787,450181943,TheReddestRose
Tue Nov 08 12:11:37 +0000 2016,795961972491685888,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,31,444148,304,213478296,UzoAduba,20207,2058,15676413,hels
Tue Nov 08 12:11:46 +0000 2016,795962009946877956,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,32,444148,304,213478296,UzoAduba,269,757,14895039,megmarcus
Tue Nov 08 12:11:46 +0000 2016,795962011326836737,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,33,444148,304,213478296,UzoAduba,451,886,17090710,blivi
Tue Nov 08 12:11:50 +0000 2016,795962028292734977,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,34,444148,304,213478296,UzoAduba,14,19,754875241285971968,nadnerb19
Tue Nov 08 12:11:57 +0000 2016,795962058986704897,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,35,444148,304,213478296,UzoAduba,10183,1035,28632611,LesbianLounge
Tue Nov 08 12:12:27 +0000 2016,795962184782278656,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,36,444148,304,213478296,UzoAduba,118,201,4352899163,aviks_
Tue Nov 08 12:12:36 +0000 2016,795962219615895552,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,37,444148,304,213478296,UzoAduba,274,368,2871157858,c_wjack
Tue Nov 08 12:12:40 +0000 2016,795962237374500865,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,38,444145,304,213478296,UzoAduba,7624,1011,44326160,shihoe
Tue Nov 08 12:12:41 +0000 2016,795962243229818881,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,39,444148,304,213478296,UzoAduba,846,2161,345561708,crjsoul42
Tue Nov 08 12:12:42 +0000 2016,795962245389881348,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,40,444148,304,213478296,UzoAduba,501,567,318622408,ainemagu
Tue Nov 08 12:12:43 +0000 2016,795962249433272320,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,41,444148,304,213478296,UzoAduba,401,313,22187469,niknak_11
Tue Nov 08 12:13:08 +0000 2016,795962355330842624,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,43,444145,304,213478296,UzoAduba,26552,25167,421417889,EDGARDOGARCIASA
Tue Nov 08 12:13:16 +0000 2016,795962388214267904,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,44,444145,304,213478296,UzoAduba,387,497,2834457902,angellbot
Tue Nov 08 12:13:16 +0000 2016,795962390441558016,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,45,444148,304,213478296,UzoAduba,320,1248,64052656,brytonaltemose
Tue Nov 08 12:13:24 +0000 2016,795962421500407808,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,46,444148,304,213478296,UzoAduba,554,599,2466551444,Rayshay7
Tue Nov 08 12:13:27 +0000 2016,795962436939612160,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,47,444148,304,213478296,UzoAduba,362,391,41700934,brie_robles
Tue Nov 08 12:13:36 +0000 2016,795962473098649601,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,48,444148,304,213478296,UzoAduba,309,613,1519966387,Yankizayties
Tue Nov 08 12:13:40 +0000 2016,795962488462409728,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,49,444148,304,213478296,UzoAduba,424,1389,1873255454,trash_zamo
Tue Nov 08 12:13:48 +0000 2016,795962524164358144,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,52,444148,304,213478296,UzoAduba,257,468,415539465,HayleyJoyIrving
Tue Nov 08 12:14:01 +0000 2016,795962579361431554,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,53,444148,304,213478296,UzoAduba,193,604,910070492,tony_mt386502
Tue Nov 08 12:14:15 +0000 2016,795962637142097920,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,54,444148,304,213478296,UzoAduba,307,476,242714567,kate_johnsen
Tue Nov 08 12:14:22 +0000 2016,795962665155829760,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,55,444149,304,213478296,UzoAduba,18,146,161781880,alcedinos
Tue Nov 08 12:14:24 +0000 2016,795962675247411200,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,56,444149,304,213478296,UzoAduba,640,765,198211268,crombee
Tue Nov 08 12:14:54 +0000 2016,795962801776984064,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,57,444150,304,213478296,UzoAduba,3816,2089,21765882,HithaPalepu
Tue Nov 08 12:15:01 +0000 2016,795962829480296448,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,58,444150,304,213478296,UzoAduba,541,396,124851528,JnLcGrmn
Tue Nov 08 12:15:19 +0000 2016,795962904554024961,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,59,444147,304,213478296,UzoAduba,179,251,199231400,amybrticevich
Tue Nov 08 12:15:33 +0000 2016,795962962737557504,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,60,444150,304,213478296,UzoAduba,1298,2093,118125355,Soy_Christo_
Tue Nov 08 12:15:46 +0000 2016,795963020321189888,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,61,444150,304,213478296,UzoAduba,153,540,769674173685702656,CreoleBeautyLyn
Tue Nov 08 12:15:50 +0000 2016,795963036997664769,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,62,444150,304,213478296,UzoAduba,350,269,55401122,jimb00zle
Tue Nov 08 12:15:51 +0000 2016,795963039279415297,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,63,444150,304,213478296,UzoAduba,504,434,386965574,RebeccaKopec
Tue Nov 08 12:15:58 +0000 2016,795963069763555330,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,64,444150,304,213478296,UzoAduba,918,1051,2510593826,Cophineeighteen
Tue Nov 08 12:16:02 +0000 2016,795963087161585664,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,65,444150,304,213478296,UzoAduba,323,152,232387918,bukola8
Tue Nov 08 12:16:10 +0000 2016,795963117377384448,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,66,444150,304,213478296,UzoAduba,609,95,17009387,majesdane
Tue Nov 08 12:16:12 +0000 2016,795963126118223872,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,67,444150,304,213478296,UzoAduba,278,625,16504768,mcterzakis
Tue Nov 08 12:16:26 +0000 2016,795963187078299649,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,69,444150,304,213478296,UzoAduba,314,264,506054009,Shrimedianet
Tue Nov 08 12:17:02 +0000 2016,795963338798698496,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,71,444147,304,213478296,UzoAduba,330,473,606329210,rrbartholomew
Tue Nov 08 12:17:05 +0000 2016,795963347669778433,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,72,444150,304,213478296,UzoAduba,394,284,43469972,pandashep
Tue Nov 08 12:17:08 +0000 2016,795963362307874817,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,73,444150,304,213478296,UzoAduba,9579,8292,38596749,souldancing
Tue Nov 08 12:17:13 +0000 2016,795963384386752512,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,75,444150,304,213478296,UzoAduba,352,338,620458070,MunecaSasha
Tue Nov 08 12:17:25 +0000 2016,795963433585934336,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,76,444149,304,213478296,UzoAduba,640,451,2589318132,YaadMekI
Tue Nov 08 12:17:29 +0000 2016,795963451315290112,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,77,444149,304,213478296,UzoAduba,360,813,336107401,philips_mommy
Tue Nov 08 12:17:45 +0000 2016,795963516905750528,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,78,444149,304,213478296,UzoAduba,1661,867,1093187414,KevinAllred
Tue Nov 08 12:18:30 +0000 2016,795963704357650432,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,79,444149,304,213478296,UzoAduba,1875,208,2569844741,pamcurtis4210
Tue Nov 08 12:18:48 +0000 2016,795963780920393728,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,80,444149,304,213478296,UzoAduba,865,510,541712460,ChicSheri
Tue Nov 08 12:19:13 +0000 2016,795963884670767105,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,81,444149,304,213478296,UzoAduba,255,270,23731640,seekatiedraw
Tue Nov 08 12:19:14 +0000 2016,795963890198867968,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,82,444149,304,213478296,UzoAduba,1454,1875,339064402,bromleyonfilm
Tue Nov 08 12:19:27 +0000 2016,795963945228136448,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,83,444149,304,213478296,UzoAduba,90,489,44286869,bionicmama74
Tue Nov 08 12:19:42 +0000 2016,795964009900077056,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,84,444149,304,213478296,UzoAduba,470,1370,20645046,nickmjimenez
Tue Nov 08 12:19:51 +0000 2016,795964047158083584,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,85,444149,304,213478296,UzoAduba,690,770,1447852164,avawtsn
Tue Nov 08 12:19:53 +0000 2016,795964055945093120,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,86,444149,304,213478296,UzoAduba,641,1312,400946816,BreanneShaye
Tue Nov 08 12:19:57 +0000 2016,795964070050537472,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,87,444149,304,213478296,UzoAduba,1422,1467,87221163,alixnjohn
Tue Nov 08 12:20:03 +0000 2016,795964097980403717,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,88,444149,304,213478296,UzoAduba,2078,1959,3507624377,RoboRaspi
Tue Nov 08 12:20:03 +0000 2016,795964097909129216,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,88,444149,304,213478296,UzoAduba,613,1360,72033161,remi_marie24
Tue Nov 08 12:20:04 +0000 2016,795964099918254081,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,90,444149,304,213478296,UzoAduba,182,1245,1576722427,HarryBoschGal
Tue Nov 08 12:20:10 +0000 2016,795964126707281921,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,91,444149,304,213478296,UzoAduba,110,246,717088488378798080,JRODakaMadMax
Tue Nov 08 12:20:17 +0000 2016,795964156713304064,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,92,444149,304,213478296,UzoAduba,440,1144,447243440,MattWeinstein10
Tue Nov 08 12:20:20 +0000 2016,795964169401012224,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,93,444149,304,213478296,UzoAduba,44,177,2971242130,gioviannac
Tue Nov 08 12:20:45 +0000 2016,795964274141237248,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,94,444149,304,213478296,UzoAduba,3784,756,2156327224,tenderlytommo
Tue Nov 08 12:21:21 +0000 2016,795964424515452928,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,95,444149,304,213478296,UzoAduba,11730,6444,865108772,laurenmooney99
Tue Nov 08 12:21:22 +0000 2016,795964428671995904,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,96,444149,304,213478296,UzoAduba,160,618,709192566629998592,_thisisfine_
Tue Nov 08 12:21:23 +0000 2016,795964432727887872,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,97,444149,304,213478296,UzoAduba,416,709,1095291438,AllisonEpstein2
Tue Nov 08 12:21:23 +0000 2016,795964432581033985,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,97,444149,304,213478296,UzoAduba,83,301,1611727249,MegGarman25
Tue Nov 08 12:21:47 +0000 2016,795964530459365376,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,99,444149,304,213478296,UzoAduba,286,413,50740931,sallycookson
Tue Nov 08 12:21:58 +0000 2016,795964578324762624,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,100,444149,304,213478296,UzoAduba,1947,1952,67726840,bruhpreacha
Tue Nov 08 12:22:04 +0000 2016,795964602911703040,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,101,444149,304,213478296,UzoAduba,1541,1438,317551644,drewbie_g
Tue Nov 08 12:22:07 +0000 2016,795964615930871808,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,102,444149,304,213478296,UzoAduba,129,145,75436558,CastleSosa
Tue Nov 08 12:22:07 +0000 2016,795964617424011264,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,102,444149,304,213478296,UzoAduba,661,489,269243178,Audrey_Sprenger
Tue Nov 08 12:22:27 +0000 2016,795964701389844480,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,104,444149,304,213478296,UzoAduba,511,779,1686317419,atdylann
Tue Nov 08 12:22:34 +0000 2016,795964729424547840,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,105,444149,304,213478296,UzoAduba,71,146,3889585091,RobynGithinji
Tue Nov 08 12:22:41 +0000 2016,795964760927903746,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,106,444149,304,213478296,UzoAduba,153,330,1602060044,jzappasodi
Tue Nov 08 12:22:54 +0000 2016,795964815449686017,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,107,444149,304,213478296,UzoAduba,88,396,39549098,MDNisn
Tue Nov 08 12:23:24 +0000 2016,795964940859346944,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,109,444149,304,213478296,UzoAduba,4496,4176,45214274,modelchiefjay
Tue Nov 08 12:23:33 +0000 2016,795964976896806912,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,110,444149,304,213478296,UzoAduba,296,677,27733420,daynago11
Tue Nov 08 12:23:43 +0000 2016,795965018277838849,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,111,444149,304,213478296,UzoAduba,908,1018,148767210,Micky_Piet
Tue Nov 08 12:24:28 +0000 2016,795965209726906370,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,112,444148,304,213478296,UzoAduba,26182,568,225929966,LeanneWoodfull
Tue Nov 08 12:24:33 +0000 2016,795965227237941248,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,113,444145,304,213478296,UzoAduba,429,196,74340620,tieraloha
Tue Nov 08 12:24:41 +0000 2016,795965262449119232,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,114,444145,304,213478296,UzoAduba,441,471,3233122015,DuchessKimM
Tue Nov 08 12:24:50 +0000 2016,795965297983365123,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,115,444148,304,213478296,UzoAduba,243,580,533081958,AnneFaure
Tue Nov 08 12:24:53 +0000 2016,795965312713814016,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,116,444148,304,213478296,UzoAduba,224,456,121116614,ppierro1
Tue Nov 08 12:24:55 +0000 2016,795965322784284672,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,117,444148,304,213478296,UzoAduba,666,1995,558961444,RoslynMoore96
Tue Nov 08 12:25:31 +0000 2016,795965473775087616,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,118,444148,304,213478296,UzoAduba,651,439,21568995,TAALS7
Tue Nov 08 12:25:41 +0000 2016,795965514166181888,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,120,444148,304,213478296,UzoAduba,2766,524,362402118,heyamyjane
Tue Nov 08 12:26:04 +0000 2016,795965611176316928,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,121,444148,304,213478296,UzoAduba,30204,3100,119841769,mikeyerxa
Tue Nov 08 12:26:36 +0000 2016,795965746442629120,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,122,444148,304,213478296,UzoAduba,547,847,2431893434,here_mel
Tue Nov 08 12:26:45 +0000 2016,795965782538809344,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,123,444148,304,213478296,UzoAduba,7,13,759858328302448640,reginalddenny12
Tue Nov 08 12:27:12 +0000 2016,795965894564478980,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,125,444147,304,213478296,UzoAduba,69,305,323497194,ShaReeAmor
Tue Nov 08 12:27:13 +0000 2016,795965900717510656,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,126,444147,304,213478296,UzoAduba,55,219,4593993436,Book_Nerd94
Tue Nov 08 12:27:33 +0000 2016,795965982330253312,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,127,444147,304,213478296,UzoAduba,62,549,4856293174,Angelillers
Tue Nov 08 12:27:45 +0000 2016,795966034226380800,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,128,444147,304,213478296,UzoAduba,1075,663,571350584,jaed_seymour
Tue Nov 08 12:27:50 +0000 2016,795966056833675264,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,129,444147,304,213478296,UzoAduba,182,501,1882787658,Nakhraaa
Tue Nov 08 12:28:17 +0000 2016,795966168704094209,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,130,444147,304,213478296,UzoAduba,163,360,2315742210,tweetsbymina
Tue Nov 08 12:28:21 +0000 2016,795966183979778054,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,131,444147,304,213478296,UzoAduba,36,152,505072864,bing_kenneth
Tue Nov 08 12:28:26 +0000 2016,795966205882494976,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,132,444147,304,213478296,UzoAduba,312,348,144505812,erikalorand
Tue Nov 08 12:28:37 +0000 2016,795966252258914305,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,133,444147,304,213478296,UzoAduba,379,399,3334888083,drDendere
Tue Nov 08 12:28:50 +0000 2016,795966308315725824,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,134,444147,304,213478296,UzoAduba,150,216,25414861,ElvieVillatoro
Tue Nov 08 12:28:57 +0000 2016,795966335486459904,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,135,444147,304,213478296,UzoAduba,502,1401,4102245137,NoMoSplainin
Tue Nov 08 12:29:06 +0000 2016,795966372706680832,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,136,444147,304,213478296,UzoAduba,884,470,94142225,andyswist
Tue Nov 08 12:29:06 +0000 2016,795966375357517824,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,137,444147,304,213478296,UzoAduba,860,632,3401910484,alexusfieldss
Tue Nov 08 12:29:07 +0000 2016,795966379534983173,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,138,444147,304,213478296,UzoAduba,686,523,743954286,IamGod_Pickney
Tue Nov 08 12:29:30 +0000 2016,795966475194552320,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,139,444147,304,213478296,UzoAduba,1037,873,1517891348,Clarkrxgui
Tue Nov 08 12:29:38 +0000 2016,795966509151621120,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,140,444147,304,213478296,UzoAduba,459,945,16135336,lkjtexas
Tue Nov 08 12:29:50 +0000 2016,795966557578874880,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,141,444145,304,213478296,UzoAduba,423,965,2904847850,natilee_jones
Tue Nov 08 12:30:36 +0000 2016,795966749443293184,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,144,444148,304,213478296,UzoAduba,262,642,609439215,mary_margaretk
Tue Nov 08 12:30:59 +0000 2016,795966846260416512,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,147,444148,304,213478296,UzoAduba,773,869,1424476831,harryhudome
Tue Nov 08 12:31:06 +0000 2016,795966879105949697,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,148,444148,304,213478296,UzoAduba,414,426,2184944352,TheniggaZaire
Tue Nov 08 12:31:10 +0000 2016,795966894578761729,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,149,444148,304,213478296,UzoAduba,628,412,702681152,patrfrancis
Tue Nov 08 12:31:11 +0000 2016,795966898991230976,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,150,444148,304,213478296,UzoAduba,867,499,1332877027,ScarlettEHarris
Tue Nov 08 12:31:18 +0000 2016,795966925557927936,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,151,444148,304,213478296,UzoAduba,432,342,34753522,over9000lives
Tue Nov 08 12:31:43 +0000 2016,795967031812255745,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,152,444148,304,213478296,UzoAduba,1257,1562,29982802,PhillyCook
Tue Nov 08 12:31:47 +0000 2016,795967050636201984,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,153,444148,304,213478296,UzoAduba,1917,354,365059077,NudePayne
Tue Nov 08 12:31:48 +0000 2016,795967052708245505,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,154,444148,304,213478296,UzoAduba,630,455,309240447,MrAndrewDavid
Tue Nov 08 12:31:50 +0000 2016,795967059586940928,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,155,444148,304,213478296,UzoAduba,622,832,65085166,__bcella
Tue Nov 08 12:31:51 +0000 2016,795967064116707328,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,156,444148,304,213478296,UzoAduba,39,83,32879595,logic8307
Tue Nov 08 12:32:24 +0000 2016,795967203254423552,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,157,444148,304,213478296,UzoAduba,210,609,1887243937,Pierrelecactus
Tue Nov 08 12:32:39 +0000 2016,795967266357645312,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,158,444148,304,213478296,UzoAduba,2137,735,126776026,laurencdonovan
Tue Nov 08 12:32:39 +0000 2016,795967268165390336,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,159,444148,304,213478296,UzoAduba,1823,285,1688255929,charl_carles
Tue Nov 08 12:33:10 +0000 2016,795967397094100993,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,160,444148,304,213478296,UzoAduba,25,143,756286749043720192,lisa_uyehara
Tue Nov 08 12:33:18 +0000 2016,795967429818122240,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,161,444148,304,213478296,UzoAduba,38,321,777088269003677696,thelumaclub
Tue Nov 08 12:33:39 +0000 2016,795967520142397440,Tue Nov 08 12:09:29 +0000 2016,795961436279336960,164,444147,304,213478296,UzoAduba,918,1194,2330982241,jjapknees
