user_id,id,cap,content_score,friend_score,network_score,sentiment_score,english_score,universal_score
706884805439332353,706884805439332353,0.00521331,1.5,1.5,2,2.6,0.286212062,0.111167191
65632975,65632975,0.043420869,4.8,2.9,4.1,4.6,0.548702008,0.355186217
342067171,342067171,0.002571044,1.1,1,3.1,0.8,0.079454653,0.056244912
4346882714,4346882714,0.00521331,0.2,1,1.5,0.2,0.073433262,0.111167191
11084202.0,11084202.0,,,,,,,
22707143,22707143,0.162307584,3.8,1.9,3.3,3.7,0.786626298,0.596776171
138476060,138476060,0.008048111,1.7,1.1,1.1,1.6,0.125889289,0.148120708
2932938873,2932938873,0.00521331,0.3,0.8,1.1,0.7,0.041789835,0.111167191
137716570,137716570,0.00272963,1.1,0.8,1,0.9,0.06783457,0.060780114
874176139,874176139,0.130655984,0.5,1.2,3.4,0.5,0.341219355,0.556587037
783122009903554562,783122009903554562,0.03867703,4.3,1.6,3.1,4.2,0.484864583,0.336555195
794170862,794170862,0.012907437,2.1,0.6,2.8,3.5,0.057807183,0.194667737
272559329.0,272559329.0,,,,,,,
4835421670,4835421670,0.030450445,0.8,1.7,1,0.5,0.135582577,0.300816712
164918214,164918214,0.003353677,1.2,1.1,0.8,0.3,0.079454653,0.076513107
400475649,400475649,0.05430461,4.2,2,1.7,0.8,0.527496824,0.39374646
780587184608776192,780587184608776192,0.005778301,0.5,0.8,1,0.4,0.092866954,0.119569867
1282176726,1282176726,0.002571044,0.3,0.8,0.4,0.3,0.053331281,0.056244912
2885527331,2885527331,0.003353677,0.6,1,1.6,0.8,0.156855103,0.076513107
34605070,34605070,0.00521331,0.8,0.7,1,0.5,0.045343501,0.111167191
3692323273,3692323273,0.00430424,0.4,1.4,0.5,0.6,0.116795374,0.095902762
1106507400,1106507400,0.018599227,0.5,1.8,0.5,0.3,0.049183848,0.236336911
7.815318929527562e+17,7.815318929527562e+17,,,,,,,
706602069222944768,706602069222944768,0.104603479,4.7,2.2,2.8,3.8,0.669827127,0.515643331
948446592,948446592,0.007183846,0.9,0.8,1.9,0.6,0.100309357,0.13802619
23202327,23202327,0.00521331,0.6,2.2,1.9,0.4,0.079454653,0.111167191
2732187880,2732187880,0.003940624,0.7,0.9,1.3,0.7,0.116795374,0.088995156
7.454983326765548e+17,7.454983326765548e+17,,,,,,,
391069836.0,391069836.0,,,,,,,
3404096482.0,3404096482.0,,,,,,,
3552847212,3552847212,0.067479061,4.3,2.4,1.7,3.4,0.548702008,0.433677434
901810728,901810728,0.083851147,1.4,1.9,2.6,2.6,0.116795374,0.474488541
364032315.0,364032315.0,,,,,,,
309843986.0,309843986.0,,,,,,,
7.946863751780925e+17,7.946863751780925e+17,,,,,,,
736928475412627457,736928475412627457,0.010164988,1.7,0.7,0.9,2.3,0.145897657,0.170132427
1097225142,1097225142,0.034358494,1.9,0.9,2.9,1.7,0.156855103,0.318418856
15496973,15496973,0.067479061,4.4,4.4,2.5,4.7,0.740529101,0.433677434
210142455.0,210142455.0,,,,,,,
1459282344,1459282344,0.026940289,2.3,2.1,2.5,1.5,0.156855103,0.283782475
1706101454,1706101454,0.008048111,0.6,0.9,0.9,0.8,0.092866954,0.148120708
748122746,748122746,0.026940289,3.3,2.6,1.4,1.7,0.421517259,0.283782475
794373532629221376,794373532629221376,0.060559163,2.1,2.6,2.5,1.3,0.380551857,0.413569898
4786132700,4786132700,0.016452305,0.5,0.9,1.2,0.4,0.092866954,0.221795688
2308716064,2308716064,0.002100996,0.3,0.5,0.8,0.5,0.038503445,0.04110674
717876696595177472,717876696595177472,0.023811569,0.7,0.6,1.2,0.5,0.168473166,0.267344003
2691820789,2691820789,0.003626193,2,0.6,1.7,1.7,0.062633878,0.082539663
768267059495071744,768267059495071744,0.014565852,2.9,1.6,1.7,4.5,0.207427967,0.207905573
2286977055,2286977055,0.026940289,3.2,1.9,1.5,2.5,0.193749479,0.283782475
47169646.0,47169646.0,,,,,,,
7.57019219124822e+17,7.57019219124822e+17,,,,,,,
361557521,361557521,0.00272963,0.4,1,0.4,0.3,0.06783457,0.060780114
17770592.0,17770592.0,,,,,,,
1251812930.0,1251812930.0,,,,,,,
2998775706.0,2998775706.0,,,,,,,
7.108972669077504e+17,7.108972669077504e+17,,,,,,,
788756843615039488,788756843615039488,0.009037049,0.4,0.9,0.6,0.3,0.079454653,0.158817464
22564891,22564891,0.244462545,1.2,2.9,0.4,1.7,0.463592191,0.672938752
4718047119,4718047119,0.145776203,1.5,1.5,2.3,0.6,0.421517259,0.576808656
15632764,15632764,0.014565852,2.5,1.6,2.2,2.6,0.193749479,0.207905573
703971353351696384,703971353351696384,0.244462545,1.2,2.4,1.2,1,0.380551857,0.672938752
2294670007.0,2294670007.0,,,,,,,
2329255073,2329255073,0.002571044,0.3,0.5,0.5,0.4,0.021561509,0.056244912
4833162304,4833162304,0.145776203,2.9,2.6,1.6,2.7,0.527496824,0.576808656
37320833,37320833,0.012907437,0.6,1.6,1,0.2,0.116795374,0.194667737
740614958619058176,740614958619058176,0.104603479,2.8,2,3.4,2.7,0.527496824,0.515643331
35456542,35456542,0.006431293,1.2,0.9,1.8,1,0.108277007,0.128515834
31227960,31227960,0.003116818,0.6,0.7,1.4,1.6,0.06783457,0.070892573
4448216892.0,4448216892.0,,,,,,,
7.8671583299072e+17,7.8671583299072e+17,,,,,,,
761360517441007617,761360517441007617,0.269683227,0.5,2.6,0.8,1.5,0.380551857,0.690801916
425181608,425181608,0.010164988,0.7,0.6,1.4,0.7,0.145897657,0.170132427
16855253,16855253,0.007183846,0.3,1.4,2.8,0.5,0.049183848,0.13802619
708920800267505664,708920800267505664,0.067479061,4,2.3,0.4,2.7,0.569731783,0.433677434
711686456041836544,711686456041836544,0.008048111,1.7,1,1.3,1.4,0.156855103,0.148120708
516716585,516716585,0.006431293,1.2,1.4,2.7,0.6,0.079454653,0.128515834
28412446,28412446,0.03867703,0.8,1.6,1.1,0.3,0.286212062,0.336555195
1321396860.0,1321396860.0,,,,,,,
28937217.0,28937217.0,,,,,,,
2957509390,2957509390,0.018599227,3.8,1,2.4,3.2,0.125889289,0.236336911
1884760854,1884760854,0.002198441,0.3,0.5,3.3,0.7,0.030068974,0.044478832
55634721.0,55634721.0,,,,,,,
294611223,294611223,0.005778301,3.6,1.9,1.5,4.3,0.156855103,0.119569867
316752352.0,316752352.0,,,,,,,
2660101566,2660101566,0.021041094,3.3,1.2,2,4.3,0.269102246,0.251523348
